subject,stimulus,round,variant,window,signal,stat,value
R2-04,INT,2,native,r1matched,eye_gaze_deviation,third2,0.131571626212
R2-04,INT,2,native,r1matched,eye_gaze_deviation,third3,0.130422033107
R2-04,INT,2,native,r1matched,eye_openness,third1,0.930100855843
R2-04,INT,2,native,r1matched,eye_openness,third2,0.916229200471
R2-04,INT,2,native,r1matched,eye_openness,third3,0.924119499857
R2-04,INT,2,native,r1matched,hr,delta_last_first_third,-6.48076923077
R2-04,INT,2,native,r1matched,hr,max,91
R2-04,INT,2,native,r1matched,hr,mean,76.0189873418
R2-04,INT,2,native,r1matched,hr,median,76
R2-04,INT,2,native,r1matched,hr,min,68
R2-04,INT,2,native,r1matched,hr,sd,4.59086814291
R2-04,INT,2,native,r1matched,hr,slope,-0.013038369586
R2-04,INT,2,native,r1matched,hr,third1,79.6346153846
R2-04,INT,2,native,r1matched,hr,third2,75.5192307692
R2-04,INT,2,native,r1matched,hr,third3,73.0185185185
R2-04,INT,2,native,r1matched,left_eye_dilation,delta_last_first_third,0.0996343959944
R2-04,INT,2,native,r1matched,left_eye_dilation,max,5.33606
R2-04,INT,2,native,r1matched,left_eye_dilation,mean,3.89224690157
R2-04,INT,2,native,r1matched,left_eye_dilation,median,3.881744
R2-04,INT,2,native,r1matched,left_eye_dilation,min,2.643219
R2-04,INT,2,native,r1matched,left_eye_dilation,sd,0.380379129857
R2-04,INT,2,native,r1matched,left_eye_dilation,slope,0.000201596576875
R2-04,INT,2,native,r1matched,left_eye_dilation,third1,3.86272680686
R2-04,INT,2,native,r1matched,left_eye_dilation,third2,3.85164558181
R2-04,INT,2,native,r1matched,left_eye_dilation,third3,3.96236590718
R2-04,INT,2,native,r1matched,right_eye_dilation,delta_last_first_third,0.150885814871
R2-04,INT,2,native,r1matched,right_eye_dilation,max,5.533707
R2-04,INT,2,native,r1matched,right_eye_dilation,mean,4.11610290293
R2-04,INT,2,native,r1matched,right_eye_dilation,median,4.117775
R2-04,INT,2,native,r1matched,right_eye_dilation,min,2.744339
R2-04,INT,2,native,r1matched,right_eye_dilation,sd,0.406849865823
R2-04,INT,2,native,r1matched,right_eye_dilation,slope,0.00028975871366
R2-04,INT,2,native,r1matched,right_eye_dilation,third1,4.0618630341
R2-04,INT,2,native,r1matched,right_eye_dilation,third2,4.07366682897
R2-04,INT,2,native,r1matched,right_eye_dilation,third3,4.21277216553
