stimulus,round,channel,pct_of_episode,median,q1,q3,n_subjects
INT,2,pupil dilation,58.5,3.23225800084,3.0648638991,3.50039665553,4
INT,2,pupil dilation,59.5,3.09133561008,3.06047837526,3.26582444973,4
INT,2,pupil dilation,60.5,3.26603049021,3.172013525,3.40625928327,4
INT,2,pupil dilation,61.5,3.57715078738,3.41388352051,3.73618651912,4
INT,2,pupil dilation,62.5,3.78908885394,3.38685362036,4.05520525084,4
INT,2,pupil dilation,63.5,3.81478594576,3.42646696189,4.08087972127,4
INT,2,pupil dilation,64.5,3.47610673398,3.29050766186,3.69598405615,4
INT,2,pupil dilation,65.5,3.42554975613,3.41403802216,3.57366250265,4
INT,2,pupil dilation,66.5,3.36563850146,3.08816594455,3.64865158146,4
INT,2,pupil dilation,67.5,3.01664202692,2.69360957455,3.4083444064,4
INT,2,pupil dilation,68.5,3.39377691945,3.1389931695,3.61350503014,4
